1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4089159486595513e-12,0.0,7.265752668596332e-18,2.6348076984203885e-32,1.08980733296757e-33,7.149998908911881e-14,9.387432161567732e-16,3.41368968471162e-17,1.972883339896443e-24
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2056605713794966e-10,6.860215594251991e-31,4.052175126478472e-15,6.35878391770472e-25,9.259487527368908e-27,2.3699918763608885e-11,2.693009877596797e-12,2.964519363497786e-13,4.49152413812363e-18
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,5.755136811558259e-09,5.457849050640893e-25,1.1081893866102255e-12,6.549197330009768e-20,2.7323815311383044e-21,3.2309444009115396e-09,1.5314213230865903e-09,1.5090109162230192e-09,6.324318984631504e-15
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.738915403290083e-13,0.0,2.5480397142828335e-18,7.914750400880315e-33,1.3525716693084964e-34,2.080923290398353e-14,2.4209003666849835e-16,4.860275878525788e-18,1.6808791788655123e-24
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999998211860657,7.053438721982275e-09,5.223255622494005e-25,1.459318234829643e-12,5.3667726942859055e-20,3.4967695224551106e-21,2.822577283012606e-09,1.5276491183158214e-09,2.5495776601047737e-09,2.993385424718254e-15
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5445274226255634e-10,9.349585841864068e-31,4.497651776296137e-15,6.49719843821093e-25,1.371159815005066e-26,3.1829379409931136e-11,3.527795677110701e-12,4.688397565143221e-13,3.4762397591439e-18
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.463775793965951e-11,1.7284746736866793e-34,3.320143630714651e-16,1.0862780535609793e-28,6.87669988067199e-30,2.0013929749596038e-12,8.06011615957225e-14,8.568153307621403e-15,1.1698868313816105e-21
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999995231628418,4.428769295738988e-10,4.464430411350009e-26,1.139845731907077e-13,5.063125354292773e-20,3.288382460631892e-22,1.1538694444368502e-09,6.111078310055973e-10,1.2260632786809111e-10,4.9589543897003013e-14
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2016093809140713e-11,3.694257033411971e-35,1.494292644503082e-16,2.874597294156209e-29,2.002089000862887e-30,1.3088308648684377e-12,4.484633218710017e-14,4.94164527142316e-15,3.870820050190932e-22
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999403953552,1.5979697565171591e-09,1.3546263227300839e-27,1.2733663136508394e-13,2.199787985347022e-22,1.1409078335462558e-23,4.394907771043677e-10,1.0859936561136152e-10,6.930753193579164e-11,6.73550938187065e-17
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.425278553228968e-14,0.0,3.864347099364795e-20,6.535115696923103e-37,0.0,3.019394788973559e-16,1.3154816649601778e-18,1.0141347400999492e-20,1.417260742305965e-27
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.218138189400906e-13,0.0,2.6418093738109393e-19,1.3158818388693812e-35,4.10607803393195e-37,2.3166238875539603e-15,1.2676182236628076e-17,1.9965630010858872e-19,5.303581584464849e-27
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.700625309828236e-19,0.0,1.1979051216565336e-27,0.0,0.0,1.7875480827225017e-23,2.041322807377175e-27,4.727487511492955e-31,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5973171396677088e-10,1.0165497646264168e-31,4.018248915842095e-15,4.066895667817942e-26,1.985307134944672e-27,1.629441720440994e-11,1.3898723751765152e-12,2.1816176523723613e-13,1.2615820075595514e-19
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1524611820412645e-10,3.682233409088526e-32,2.1863849486170863e-15,1.9174928304868643e-26,9.692348371275706e-28,1.1861758103526299e-11,9.370326780125393e-13,1.4930413947279036e-13,8.518107553971037e-20
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5486121813542724e-11,1.938069311282376e-33,6.960942171524258e-16,1.635138596909068e-27,4.923659463051966e-29,3.643120527474508e-12,2.014966562742873e-13,1.8253034852902875e-14,1.866581681398637e-20
