1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998832941055298,2.1723556642427866e-07,3.195922859688949e-09,3.498888645481202e-06,1.196920607071661e-08,1.272352754026155e-15,1.7642603822309866e-08,1.039357243826089e-06,5.721335627484336e-10,7.059875173354158e-08
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999740719795227,3.278616489410524e-08,3.7285938225828374e-10,1.4463536217590445e-06,1.6349256393155542e-09,1.982448849313168e-17,1.6260903734632848e-09,1.146145081065697e-07,2.7465292193329383e-11,3.958009475724111e-09
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.098103293835795e-24,2.2411678910214886e-27,1.0682738547929116e-11,8.87949415377032e-26,0.0,1.6944596466086254e-28,1.5056725555183433e-25,3.00087421537866e-38,3.9852723262474595e-32
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999962449073792,1.2422710637949308e-09,5.676514380076325e-12,7.337595064882407e-08,2.5525720426244902e-11,1.4885034343535038e-20,3.718244809269855e-11,4.971743461368305e-09,3.0338139769478523e-13,1.6630993804334082e-10
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999925494194031,2.570250456912504e-09,1.0887558216099436e-11,7.170709892534433e-08,4.2662262611514734e-11,6.938896979985131e-20,9.270588463561324e-11,1.2781533165195924e-08,1.066507993030541e-12,7.350601793909561e-10
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999745488166809,2.449825409200912e-08,2.1186979948240037e-10,7.05485433627473e-07,9.25965470965906e-10,9.34822204690982e-18,1.2224959933249124e-09,1.1150383016911292e-07,2.5113161550294194e-11,5.598737917722474e-09
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999844431877136,1.415364536683228e-08,1.2888673461830535e-10,6.573389441655308e-07,5.479052211931901e-10,3.351545797319134e-18,6.068253677327107e-10,4.8869136293205884e-08,8.325629248517874e-12,1.5938178554719684e-09
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.9074479976199646e-24,3.9608921996042017e-29,5.820761609875411e-18,4.606440685432849e-28,0.0,1.3778437452474123e-28,1.2734395224593935e-24,8.993381262129961e-35,3.261214008241093e-28
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999403953552,3.2178829913187545e-12,1.4858643490405464e-14,1.7563701604217385e-08,9.269194705405562e-14,2.905237587716946e-26,1.559904345992992e-14,2.0064689926907464e-12,6.81396647035457e-18,7.157349630234743e-15
