1.0,0.0,0.999910831451416,8.869898738339543e-05
1.0,0.0,0.9999291300773621,7.053001900203526e-05
1.0,0.0,0.9998883008956909,0.00011127394827781245
1.0,0.0,0.9999250173568726,7.461306086042896e-05
1.0,0.0,0.9999462962150574,5.338767005014233e-05
1.0,0.0,0.9999799132347107,2.000089625653345e-05
1.0,0.0,0.999925971031189,7.365578494500369e-05
1.0,0.0,0.9999409317970276,5.872506517334841e-05
1.0,0.0,0.9999973177909851,2.6391735445940867e-06
1.0,0.0,0.9999323487281799,6.734557246090844e-05
1.0,0.0,0.9999502301216125,4.946059561916627e-05
1.0,0.0,0.9999213814735413,7.82182250986807e-05
1.0,0.0,0.9999406933784485,5.8955625718226656e-05
1.0,0.0,0.999925434589386,7.410054240608588e-05
1.0,0.0,0.9999088644981384,9.050348307937384e-05
1.0,0.0,0.0,1.0
1.0,0.0,0.9999243021011353,7.520838698837906e-05
1.0,0.0,0.9999000430107117,9.96571034193039e-05
1.0,0.0,0.9999154806137085,8.403129322687164e-05
1.0,0.0,0.9999081492424011,9.131401748163626e-05
1.0,0.0,0.9999197125434875,7.991659367689863e-05
1.0,0.0,0.9999241232872009,7.547825225628912e-05
1.0,0.0,0.9999151825904846,8.437559881713241e-05
1.0,0.0,0.9999070763587952,9.238343045581132e-05
1.0,0.0,0.9999245405197144,7.509809802286327e-05
1.0,0.0,0.999933123588562,6.644624227192253e-05
1.0,0.0,0.9999076128005981,9.17637298698537e-05
1.0,0.0,0.9999147653579712,8.469071326544508e-05
1.0,0.0,0.9999175667762756,8.190878725145012e-05
1.0,0.0,0.999957799911499,4.200930197839625e-05
1.0,0.0,0.9999287724494934,7.078302587615326e-05
1.0,0.0,0.9999186396598816,8.100224658846855e-05
1.0,0.0,0.999938428401947,6.113878771429881e-05
1.0,0.0,0.9998981356620789,0.00010161317186430097
1.0,0.0,0.9998877048492432,0.00011173883103765547
1.0,0.0,0.9998974800109863,0.00010212060442427173
1.0,0.0,0.9999245405197144,7.505936082452536e-05
1.0,0.0,0.9998796582221985,0.00011994932719971985
1.0,0.0,0.9999321103096008,6.745894643245265e-05
1.0,0.0,0.9999220967292786,7.74057989474386e-05
1.0,0.0,0.9999168515205383,8.261328912340105e-05
1.0,0.0,0.9999114871025085,8.79438521224074e-05
1.0,0.0,0.9999347925186157,6.484647747129202e-05
1.0,0.0,0.9999105334281921,8.900027023628354e-05
1.0,0.0,0.9998480081558228,0.00015110301319509745
1.0,0.0,0.9998973608016968,0.00010229019244434312
1.0,0.0,0.9999244809150696,7.515590550610796e-05
1.0,0.0,0.9999098181724548,8.96419005584903e-05
1.0,0.0,0.9998979568481445,0.0001015771267702803
1.0,0.0,0.9999151825904846,8.433249604422599e-05
1.0,0.0,0.9999144673347473,8.510804764227942e-05
1.0,0.0,0.9999070763587952,9.247491107089445e-05
1.0,0.0,0.9999417662620544,5.790626528323628e-05
1.0,0.0,0.9999149441719055,8.466939470963553e-05
1.0,0.0,0.9999217391014099,7.778152939863503e-05
1.0,0.0,0.9999406933784485,5.902718839934096e-05
1.0,0.0,0.9999294877052307,7.014053699094802e-05
